,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
261,60599905-2d1a-43c3-8573-a90c0a9c95a6,1700000.0,527000.0,Le Bardo,Le Bardo,tunis,667.0,9.0,6.0,2.0,30-50 ,1.0,33.8869,9.5375,327.765254316544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,d6576c24-4ec0-4826-83e5-d7774b6c9fc1,1100000.0,341000.0,Bou Mhel,Boumhel Bassatine,Ben Arous,660.0,9.0,8.0,4.0,10-20 ,1.0,36.7300765828194,10.2806760068401,13.8401541619669,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
266,b7cbd237-2381-4b1f-bc23-222a7fcc32e3,1800000.0,558000.0,El Menzah 6,Ariana Ville,Ariana,613.0,9.0,6.0,6.0,20-30 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
267,36419b0f-3c6f-4059-a3b8-26f4f533e03c,8000.0,2480.0,Gammarth,La Marsa,tunis,600.0,9.0,7.0,4.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
269,99ad3b4b-cb59-4e17-ae2e-69621926d357,2000000.0,620000.0,Mutuelle Ville,El Menzah,tunis,578.0,9.0,5.0,3.0,20-30 ,0.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,b2947ae2-f4e8-4895-b01d-42a9696a378e,1200000.0,372000.0,Merkez Ouali,Sfax Sud,Sfax,500.0,9.0,5.0,4.0,1-5 ,1.0,34.47114,10.42259,256.895601216844,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
274,2cc81562-63d3-4f96-a018-d7b5827d7bf9,495000.0,153450.0,El Bassatine,Mornaguia,La Manouba,500.0,9.0,4.0,2.0,10-20 ,1.0,36.8094099,9.9089889,30.3035267006511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
279,0849884c-82e4-4485-82bd-bf4ced461801,650000.0,201500.0,El Omrane,El Omrane,tunis,495.0,9.0,7.0,2.0,50-70 ,0.0,36.814748,10.1558086,2.99599074292579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,c03713bd-7eaf-4e95-af49-7a3669968144,1100000.0,341000.0,Hammamet,Hammamet,Nabeul,485.0,9.0,4.0,3.0,1-5 ,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
281,1faf4a62-b1d1-42ca-963a-aea9a087baf1,900000.0,279000.0,Cité Ennouzha,Ariana Ville,Ariana,483.0,9.0,6.0,3.0,1-5 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
282,75fce6e1-d53e-476e-a99f-efabe80a89bb,1700000.0,527000.0,El Menzah 8,Ariana Ville,Ariana,470.0,9.0,6.0,3.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
284,5963e35d-2482-4d91-864c-b9235444bf77,580000.0,179800.0,La Soukra,La Soukra,Ariana,458.0,9.0,4.0,2.0,30-50 ,1.0,36.88833,10.27417,13.6515294537323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,6b04f10c-7910-4cf5-93d4-8794ed3b5a74,1100000.0,341000.0,La Marsa,La Marsa,tunis,440.0,9.0,8.0,5.0,"10,20",0.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
290,103d0918-15b8-4a9b-89c8-c521270cbbd6,880000.0,272800.0,Nabeul,Nabeul,Nabeul,420.0,9.0,7.0,5.0,1-5 ,2.0,36.44662464206,10.7153947723389,71.2249763280087,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
293,5cd5773b-f30c-4c5f-bdf5-4e0ae27b6ede,650000.0,201500.0,Riadh al Andalous,Ariana Ville,Ariana,412.0,9.0,8.0,4.0,1-5 ,0.0,36.8893457211991,10.1662895154803,9.22357134486795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,229b5ad7-1231-403a-89e2-eae7d6ffa74d,2000000.0,620000.0,Oued Ellil,Oued Ellil,La Manouba,400.0,9.0,6.0,3.0,10-20 ,1.0,36.8458420003631,10.0559854771905,14.6059150852103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
296,4f6db094-0bfa-4ff7-85a0-c21d7b753b62,950000.0,294500.0,Le Bardo,Le Bardo,tunis,350.0,9.0,6.0,2.0,1-5 ,2.0,36.8144703,10.1344725,5.30148623956287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
298,1c22eaba-789c-45c0-8552-09399aa51249,700000.0,217000.0,Cité El Wafa,Nabeul,Nabeul,330.0,9.0,6.0,4.0,1-5 ,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
305,0320845e-c93e-45a4-9ea2-a6a12b3bf61e,650000.0,201500.0,El Omrane Supérieur,El Omrane Superieur,tunis,280.0,9.0,9.0,2.0,5-10 ,1.0,36.8324308961884,10.1374598642985,5.66005571341796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,3e8bd386-d3ae-4ee6-b0d4-337400638d2a,260000.0,80600.0,Bab El Khadra,Tunis,tunis,164.0,9.0,9.0,2.0,30-50 ,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
320,564a26b9-be71-405f-bd75-909cb19f707a,340000.0,105400.0,Mnihla,Mnihla,Ariana,143.0,9.0,9.0,3.0,1-5 ,1.0,36.8567806,10.1157421,9.15165203481795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
322,24119bae-5d12-4623-a10e-5c3e75ce6f68,170000.0,52700.0,Mornag,Mornag,Ben Arous,124.0,9.0,6.0,3.0,"10,20",0.0,36.68902,10.29964,18.3799491860473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,816708c2-58d5-4bf4-b893-0756c148cfba,1500000.0,465000.0,La Marsa,La Marsa,tunis,120.0,9.0,8.0,9.0,1-5 ,2.0,36.8803711017006,10.3261363068848,17.9997360430183,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
342,ec2ec91d-ccaf-455a-b020-7028a6b6c8eb,2100000.0,651000.0,Sidi El Mahrsi,Nabeul,Nabeul,2058.0,8.0,7.0,3.0,5-10 ,1.0,36.466135,10.748872,73.2483602753751,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
344,a7ceded1-24d9-4708-8c01-55286620420a,1400000.0,434000.0,Essaadi,Sakiet Eddaier,Sfax,2000.0,8.0,7.0,5.0,0,2.0,34.53163,10.50226,251.386729767093,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
347,9e796b33-cab2-4271-a04d-50f49c427297,7500000.0,2325000.0,Les Berges Du Lac 1,La Marsa,tunis,1350.0,8.0,7.0,8.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
348,6a269c54-dc64-4990-8bfd-e7277249fd3b,3500000.0,1085000.0,Gammarth,La Marsa,tunis,1311.0,8.0,7.0,6.0,10-20 ,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
350,9231ea65-db50-4318-8679-e0c0ad8b2390,3000000.0,930000.0,Cité Du Stade,La Marsa,tunis,1200.0,8.0,6.0,4.0,20-30 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
353,ff2e47a4-7c49-48a6-b865-4de8fdec9044,8500000.0,2635000.0,Carthage Plage,Carthage,tunis,1180.0,8.0,6.0,2.0,30-50 ,1.0,36.8566,10.3258,16.956028959712,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
354,3da85a97-0da6-4aa5-b10b-ee35140115cb,2900000.0,899000.0,Cité El Mahrajene,El Menzah,tunis,1152.0,8.0,5.0,2.0,10-20 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,af402143-d822-4ce6-bf3a-1c015eed9a65,3300000.0,1023000.0,Mutuelle Ville,El Menzah,tunis,1120.0,8.0,7.0,2.0,30-50 ,1.0,36.8314652,10.1680497,3.1148921503858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
357,4adcdbd1-debf-4ba6-9420-6eeb53301743,470000.0,145700.0,Hammamet Nord,Hammamet,Nabeul,1080.0,8.0,3.0,2.0,0,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,b0135991-db33-4e07-99a1-7f9d0b8550b6,340000.0,105400.0,Midoune,Midoun,Djerba,1040.0,8.0,3.0,3.0,1-5 ,1.0,33.8182675,11.0027267,339.135472746741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2d468117-c88c-4eb5-be7d-2941d01970c0,1400000.0,434000.0,Hammam Lif,Hammam Lif,Ben Arous,1000.0,8.0,7.0,3.0,30-50 ,1.0,36.7311,10.3277,18.230347164571,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2acf59e2-1cb7-4cab-acdc-ade40dbad1bf,7500000.0,2325000.0,Carthage,Carthage,tunis,900.0,8.0,5.0,4.0,10-20 ,1.0,36.8694317,10.3164051,16.5057647881732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
365,b5c2d0d2-68cb-4d97-b3f4-c8fb6fc08e78,5000000.0,1550000.0,Sidi Bousaid,Carthage,tunis,886.0,8.0,5.0,5.0,5-10 ,1.0,36.8566,10.3258,16.956028959712,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
367,8623348c-3913-4150-b483-28e7cc1a2437,1400000.0,434000.0,Sidi El Mahrsi,Nabeul,Nabeul,858.0,8.0,7.0,4.0,10-20 ,1.0,36.4394574303181,10.7110175888435,71.2584453011474,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
368,2b214b0d-b08f-422e-8607-45196410c35c,2250000.0,697500.0,Megrine Superieur,Mégrine,Ben Arous,840.0,8.0,6.0,6.0,0,2.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
369,0f0f10db-ed83-4472-a725-c7e9beb0c671,2200000.0,682000.0,Mutuelle Ville,El Menzah,tunis,833.0,8.0,6.0,3.0,20-30 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,ef74ceaf-33c1-423a-9628-4a8aeb5e4a8f,1000000.0,310000.0,Djerba,Djerba,Djerba,806.0,8.0,6.0,2.0,1-5 ,1.0,33.8075978,10.8451467,336.063533301856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,38b8a2c9-2411-4ed7-ae2f-5a27bf56687f,2150000.0,666500.0,Mutuelle Ville,El Menzah,tunis,801.0,8.0,7.0,3.0,"10,20",0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,e80e402f-70df-4f74-9dd1-0b4133109a00,2200000.0,682000.0,Ain Zaghouan Nord,La Marsa,tunis,760.0,8.0,9.0,4.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,3ed3a720-8b2e-41b7-879f-359fa0feebe0,950000.0,294500.0,Ezzahra,Ezzahra,Ben Arous,750.0,8.0,6.0,4.0,20-30 ,0.0,36.89147,10.16262,9.53373908202624,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,81a70b11-206a-4123-92f2-634d0736a3f8,4650000.0,1441500.0,Carthage Plage,Carthage,tunis,730.0,8.0,7.0,3.0,20-30 ,1.0,36.8566,10.3258,16.956028959712,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
379,9ae27c84-b671-441a-b4e1-56a36a3e9067,820000.0,254200.0,Djerba,Djerba,Djerba,705.0,8.0,4.0,3.0,0,2.0,33.8075978,10.8451467,336.063533301856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
385,5ec95eac-88fd-4057-b6a3-4e481db419d6,2200000.0,682000.0,Mutuelle Ville,El Menzah,tunis,675.0,8.0,7.0,3.0,20-30 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
386,03354577-7975-451f-bd49-223e0f1ae01d,2000000.0,620000.0,Djerba,Djerba,Djerba,650.0,8.0,6.0,5.0,0,2.0,33.8122511492604,10.9869819127075,339.310692265644,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
389,ab5974bd-6c8f-4004-9e13-522256b1f330,1150000.0,356500.0,Cité Ennasr 2,Ariana Ville,Ariana,650.0,8.0,6.0,4.0,0,2.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
392,92c3fa71-b241-4d59-8d44-1e6a0f980aa0,1500000.0,465000.0,Aouina,La Marsa,tunis,628.0,8.0,6.0,5.0,1-5 ,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
396,c98f0665-f1e8-4fba-a7e3-e7f8e6e0e189,1800000.0,558000.0,Tunis Belvedere,El Menzah,tunis,600.0,8.0,7.0,2.0,50-70 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,978293cf-c9d2-420f-81a0-750fb1f62b41,1680000.0,520800.0,Mutuelle Ville,El Menzah,tunis,577.0,8.0,8.0,3.0,10-20 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
401,26eb8976-e37b-485b-b99c-aa78adf1378e,1270000.0,393700.0,Le Bardo,Le Bardo,tunis,570.0,8.0,6.0,3.0,10-20 ,0.0,36.83017,10.13736,5.54992694975533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0b8c3fbf-79bc-480a-bd32-5ebbab9e9967,1180000.0,365800.0,El Manar 3,El Menzah,tunis,540.0,8.0,4.0,4.0,20-30 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
411,a0db2def-a8ec-4f50-bca4-d8843334dfb1,7000000.0,2170000.0,La Marsa,La Marsa,tunis,500.0,8.0,6.0,3.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
413,3ca9ce24-ac90-4c44-b78e-434f2774c1be,1550000.0,480500.0,Cité Ennasr 2,Ariana Ville,Ariana,500.0,8.0,6.0,2.0,20-30 ,0.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
414,e961e7ea-ec23-467b-92bf-6bd155ca3b86,985000.0,305350.0,Cité el Ghazela,Raoued,Ariana,500.0,8.0,6.0,3.0,10-20 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
417,273f2b06-f037-47b1-945c-e3a927e8f644,795000.0,246450.0,El Menzah 5,Ariana Ville,Ariana,500.0,8.0,7.0,3.0,"10,20",0.0,36.8483853,10.1745278,4.64923631720915,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
418,aecfad2d-7ddd-40d6-bb9b-2f975da39b13,735000.0,227850.0,Chotrana 2,La Soukra,Ariana,500.0,8.0,5.0,3.0,5-10 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
425,b4a6a364-0a6d-4d33-873f-7c9e6d471884,1360000.0,421600.0,Chotrana 2,La Soukra,Ariana,460.0,8.0,6.0,4.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
427,97c3b8fc-8ee9-41db-821f-37a46ceb3243,1100000.0,341000.0,Cité Ennasr 1,Ariana Ville,Ariana,453.0,8.0,6.0,4.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
428,e662b290-bae5-40cf-ab87-09243efad5e7,995000.0,308450.0,Riadh al Andalous,Ariana Ville,Ariana,451.0,8.0,7.0,4.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
433,da66f89f-289b-4275-a3b8-3c8ce4bcd4a3,1800000.0,558000.0,Le Kram,Le Kram,tunis,444.0,8.0,5.0,3.0,"10,20",0.0,36.833333,10.316667,15.3139811663917,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,156fd2c7-0207-4b38-92c1-e4b964a142f1,770000.0,238700.0,Le Bardo,Le Bardo,tunis,443.0,8.0,6.0,3.0,30-50 ,0.0,36.83017,10.13736,5.54992694975533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,200b0580-46e3-44cf-9461-3816ce343cbe,1300000.0,403000.0,Mutuelle Ville,El Menzah,tunis,430.0,8.0,6.0,3.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
438,08e854b4-5e31-48df-a840-07e50b384189,790000.0,244900.0,Yasmine Hammamet,Hammamet,Nabeul,417.0,8.0,4.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
439,571d9a51-cc56-4cae-99f6-9e8525a1d31e,1200000.0,372000.0,Cité Ennasr 2,Ariana Ville,Ariana,415.0,8.0,6.0,4.0,10-20 ,2.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
441,519a13bb-ddb7-4670-80b9-076022948ac7,885000.0,274350.0,Beni Khiar,Beni Khiar,Nabeul,404.0,8.0,6.0,3.0,1-5 ,2.0,36.4523973128298,10.7789700317383,76.8942691691795,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
443,47751417-efee-46ec-a0bd-c80289e61af7,1300000.0,403000.0,Hammamet,Hammamet,Nabeul,400.0,8.0,5.0,4.0,1-5 ,1.0,36.4060466670564,10.5817524577254,62.443318861111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
446,e4bdfda2-1aab-4a42-9aa3-066b9ea88598,1190000.0,368900.0,El Menzah 1,El Menzah,tunis,400.0,8.0,6.0,3.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,e6d8fa12-5c43-412d-b846-9c45de752135,500000.0,155000.0,Mnihla,Mnihla,Ariana,400.0,8.0,4.0,2.0,1-5 ,1.0,36.8615191204778,10.1147335894104,9.55945508961919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
452,6776bcfc-021e-4782-aaf5-ffa9ba6f2070,550000.0,170500.0,Houmt Souk,Houmt Souk,Djerba,392.0,8.0,7.0,6.0,50-70 ,0.0,33.8807057131974,10.8528412084669,328.460138247772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,923f9043-ca46-4e6a-881e-191428bfa4fe,830000.0,257300.0,El Menzah 8,Ariana Ville,Ariana,363.0,8.0,5.0,2.0,20-30 ,0.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455,3faf0220-212e-4ed0-b106-8c08dea54a89,550000.0,170500.0,Nabeul,Nabeul,Nabeul,360.0,8.0,7.0,5.0,10-20 ,1.0,36.45056,10.73505,72.8250683705131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
456,801fc2eb-a47a-4242-97b0-78bd7208ebcd,700000.0,217000.0,El Omrane,El Omrane,tunis,350.0,8.0,5.0,3.0,10-20 ,1.0,36.814748,10.1558086,2.99599074292579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,c83764ce-d784-480c-ade0-71fc92f06662,750000.0,232500.0,Cité Erriadh,La Marsa,tunis,325.0,8.0,6.0,2.0,20-30 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
467,9b1dcde8-d970-4a69-82ce-8c4014d262b8,320000.0,99200.0,Hammam Sousse,Hammam Sousse, Sousse,308.0,8.0,3.0,1.0,1-5 ,1.0,35.8569,10.5972,113.681036216882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,3e67922e-e9d7-48bd-b589-adbc16e75939,1500000.0,465000.0,Hammamet Nord,Hammamet,Nabeul,300.0,8.0,5.0,1.0,"10,20",0.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,1575e92f-883b-40ba-9451-a0cefcc20aac,600000.0,186000.0,Ariana,Ariana Ville,Ariana,300.0,8.0,6.0,3.0,1-5 ,2.0,36.878264396073,10.1877609903823,7.8848939692379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
477,f654cd52-c13b-4acb-8c64-32417d1c43b1,255000.0,79050.0,Nouvelle Ariana,Ariana Ville,Ariana,280.0,8.0,6.0,3.0,20-30 ,0.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,aee8cd10-e143-48c9-bc75-5c4e7bbcdc6b,800000.0,248000.0,Hammamet Nord,Hammamet,Nabeul,278.0,8.0,5.0,2.0,0,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
483,113405ab-0454-4633-a55c-92351ce0eb35,620000.0,192200.0,Nabeul,Nabeul,Nabeul,260.0,8.0,6.0,4.0,5-10 ,2.0,36.4465555989107,10.7106740844727,70.7924149826894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
486,bb02845e-abf1-4a7d-9b06-861c7addd48b,420000.0,130200.0,Hammamet Nord,Hammamet,Nabeul,252.0,8.0,4.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
487,6416890d-f905-4789-800a-6ca41a28ecac,790000.0,244900.0,Hammamet,Hammamet,Nabeul,250.0,8.0,4.0,3.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
490,9a940f08-a7b1-4b86-8bc6-4cf199ed41df,300000.0,93000.0,Hammamet Sud,Hammamet,Nabeul,240.0,8.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
492,9edc652a-13aa-4218-bf3d-08d19e5ceb4b,890000.0,275900.0,Hammamet Nord,Hammamet,Nabeul,230.0,8.0,5.0,5.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
494,a9909eaa-eff7-4145-9afb-bfb1243e1891,550000.0,170500.0,Mornaguia,Mornaguia,La Manouba,218.0,8.0,6.0,4.0,1-5 ,1.0,36.8094099,9.9089889,30.3035267006511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
502,46c0d3b9-a170-44fc-8c6d-571eacc5701b,469400.0,145514.0,Djerba,Djerba,Djerba,183.0,8.0,3.0,2.0,1-5 ,2.0,33.834123847344,10.9673696003906,336.442523380462,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
504,3de1cf99-95ba-4d16-a096-5b73e38a5494,800000.0,248000.0,Hammamet Nord,Hammamet,Nabeul,170.0,8.0,2.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
506,3ba82242-e6b1-48b4-bdff-8c8132b02b32,340000.0,105400.0,Hammamet Sud,Hammamet,Nabeul,170.0,8.0,6.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,19b62bf0-565d-41e0-aef4-7b0e16807a67,1200000.0,372000.0,Hammamet,Hammamet,Nabeul,150.0,8.0,4.0,3.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
510,7a10b68d-759a-4ff1-80f8-176463c0de67,380000.0,117800.0,Djerba,Djerba,Djerba,150.0,8.0,3.0,3.0,0,2.0,33.8092883880187,10.9901270868534,339.713804168202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
512,c7d76770-33c2-4137-8121-1adb44e683cf,308000.0,95480.0,La Soukra,La Soukra,Ariana,150.0,8.0,5.0,2.0,5-10 ,1.0,36.88833,10.27417,13.6515294537323,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
516,fd470b71-1850-472a-aab9-df373a028090,390000.0,120900.0,Chotrana 1,La Soukra,Ariana,142.0,8.0,2.0,1.0,1-5 ,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
520,8b92755e-7c20-4ecc-a613-4226fdd3bbdb,170000.0,52700.0,El Gourjani,Tunis,tunis,100.0,8.0,7.0,1.0,30-50 ,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
